0	doc_label,doc_content	0.16184766899579092	0.4029778342851641	0.1603567128366139	0.2748177838824311
1	Gas-1,hydraulic	0.0020195120900099823	0.04567137963285853	0.027407983683709704	0.9249011245934218
2	Gas-10,paper	0.9183240327165954	0.05578992929200221	0.023063521793328264	0.0028225161980742273
3	Gas-11,progress	0.1583749824328868	0.10504522267344518	0.7348145395055187	0.0017652553881492925
4	Gas-2,growing	0.0028054124263783647	0.9398268563636178	0.0046285455565932	0.05273918565341058
5	Gas-3,following	0.15885236636670674	0.04123142082494798	0.7953133152047007	0.004602897603644553
6	Gas-4,innovation	0.7787972160210791	0.025889717088203437	0.1933596411989162	0.0019534256918013275
7	Gas-5,shale	0.8690193964266276	0.07902994199216172	0.03484251530035302	0.017108146280857665
8	Gas-6,consideration	0.10482963610291704	0.7280491011438334	0.16540261517323634	0.0017186475800132321
9	Gas-7,notion	0.03304110758069206	0.04881016429711741	0.9157667747498404	0.0023819533723501056
10	Gas-8,paper	0.11892679756748809	0.2606597993251884	0.030022623951513856	0.5903907791558096
11	Gas-9,questions	0.03723134352460362	0.8027663034834142	0.13973199733998912	0.020270355651993237
